NAME,ADDRESS,ZIPCODE,CITY,STATE,COUNTRY,result_num,osm_id,display_na,category,type,lat,long
Lumen,5500 Feltl Rd,55343,Minnetonka,Minnesota,USA,0,6031324,"5500, Feltl Road, Minnetonka, Hennepin County, Minnesota, 55343, United States",place,house,44.90467946,-93.4206253
Digital Realty,1525 Comstock Street,95054,Santa Clara,California,USA,0,209073653,"1525 Comstock Street, 1525, Comstock Street, Santa Clara, Santa Clara County, California, 95054, United States",building,data_center,37.37488095,-121.9559991
CoreSite,1656 McCarthy Blvd,95035,Milpitas,California,USA,0,299388896,"CoreSite SV2, 1656, McCarthy Boulevard, Milpitas, Santa Clara County, California, 95035, United States",building,yes,37.405683,-121.9162603
STL,501 S. Towanda Barnes Rd,61705,Bloomington,Illinois,USA,0,934819198,"South Towanda Barnes Road, Bloomington, McLean County, Illinois, 61704, United States",highway,primary,40.4532238,-88.9017894
Verizon Communications Inc.,21555 Melrose Ave,48075,Southfield,Michigan,USA,0,377585069,"21555, Melrose Avenue, Southfield, Oakland County, Michigan, 48075, United States",place,house,42.44778881,-83.25538415
"Adtaq Internet, LLC",1420 NW Gilman Blvd. #231,69802,Issaquah,Washington,USA,0,4341972777,"Frankie’s Pizza - Issaquah, 1420, Northwest Gilman Boulevard, Issaquah, King County, Washington, 98129, United States",amenity,restaurant,47.5461289,-122.0581524
InfoBunker,3101 Ingersoll Ave,50312,Des Moines,Iowa,USA,0,155923336,"Buyers Realty, 3101, Ingersoll Avenue, Arbor Peaks, Des Moines, Polk County, Iowa, 50312, United States",office,estate_agent,41.5864295,-93.6595744
Equinix,111 8th Avenue,10011,New York,New York,USA,0,2601893113,"Google, 111, 8th Avenue, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10011, United States",office,company,40.7417176,-74.0041592
OneNeck IT Solutions,1655 W Sunrise Blvd,85233,Gilbert,Arizona,USA,0,820103326,"OneNeck IT Solutions, 1655, West Sunrise Boulevard, Sunrise Business Park, Gilbert, Maricopa County, Arizona, 85233, United States",office,it,33.3551689,-111.8268401
"Zone5, LLC",2415 Almeda Ave,23513,Norfolk,Virginia,USA,0,407211160,"2415, Almeda Avenue, Lansdale, Fox Hall Park, Norfolk, Virginia, 23513, United States",building,commercial,36.87806715,-76.21602124
Tract,W Lower Buckeye Rd,85338,Buckeye,Arizona,USA,0,589089718,"West Lower Buckeye Road, Buckeye, Maricopa County, Arizona, United States",highway,track,33.4211328,-112.7167627
Constant Hosting,101 Possumtown Rd,8854,Piscataway,New Jersey,USA,0,362662493,"QTS Piscataway, 101, Possumtown Road, Possumtown, Piscataway Township, Middlesex County, New Jersey, 08854, United States",building,data_center,40.5574623,-74.48445497
Amazon AWS,7070 Wellington Rd,20109,Manassas,Virginia,USA,0,1230260737,"Wellington Road, Manassas, Virginia, 20110, United States",highway,secondary,38.7509803,-77.4919384
ColoMichigan,48075,Southfield,Michigan,USA,,0,,"48075, Southfield, Oakland County, Michigan, United States",place,postcode,42.4622798,-83.22443985
365 Data Centers,65 Broadway,10006,New York,New York,USA,0,278053611,"65 Broadway, Rector Street, Whitehall, Financial District, Manhattan, New York County, City of New York, New York, 10006, United States",building,yes,40.70730835,-74.01261743
Lumen,1005 North B Street,95814,Sacramento,California,USA,0,10526294,"1005, North B Street, Sacramento, Sacramento County, California, 95811, United States",place,house,38.59129587,-121.488476
"Secured Network Services, Inc.",1500 Providence Highway,2062,Norwood,Massachusetts,USA,0,9242417,"Boston Providence Highway, East Walpole, Walpole, Norfolk County, Massachusetts, 02032, United States",highway,trunk,42.156755,-71.202468
Digital Realty,1400 East Devon Avenue,60007,Elk Grove Village,Illinois,USA,0,1077597896,"East Devon Avenue, Elk Grove Village, Elk Grove Township, Cook County, Illinois, 60124, United States",highway,secondary,41.9928712,-87.9849031
CoreSite,3020 Coronado Drive,95054,Santa Clara,California,USA,0,90439396,"3020, Coronado Drive, Santa Clara, Santa Clara County, California, 95054, United States",place,house,37.37756525,-121.9739273
Axon Datacenters,7093 Barry,60018,Rosemont,Illinois,USA,0,429376248,"7093, Barry Avenue, Rosemont, Maine Township, Cook County, Illinois, 60018, United States",place,house,42.00749956,-87.89171387
"Cogent Communications, Inc.",7301 Metro Center Dr,78744,Austin,Texas,USA,0,3825310491,"7301, Metro Center Drive, MetCenter, Austin, Travis County, Texas, 78742, United States",place,house,30.209796,-97.697846
DartPoints,100 Technology Drive,28803,Asheville,North Carolina,USA,0,16441694,"100, Technology Drive, Biltmore Park, Asheville, Buncombe County, North Carolina, 28803, United States",place,house,35.488878,-82.557234
Edged Energy,2835 Bilter Rd,60502,Aurora,Illinois,USA,0,914517209,"Bilter Road, Aurora, Aurora Township, Kane County, Illinois, 60502, United States",highway,tertiary,41.8066392,-88.2799182
Vantage Data Centers,Vantage Data Plaza,20166,Sterling,Virginia,USA,0,701924665,"Vantage VA11, 45200, Vantage Data Plaza, Sterling, Loudoun County, Virginia, 20166, United States",building,data_center,39.00236855,-77.43768725
Core Scientific,2205 Industrial South Rd,30721,Dalton,Georgia,USA,0,9537095,"2205, Industrial South Road, Dalton, Whitfield County, Georgia, 30721, United States",place,house,34.7134428,-84.95215067
Digital Realty,200 Paul Avenue,94124,San Francisco,California,USA,0,289620443,"Digital Realty San Francisco SFO10, 200, Paul Avenue, Bayview District, San Francisco, California, 94134, United States",building,data_center,37.72345945,-122.3979578
Equinix,21551 Beaumeade Circle,20147,Ashburn,Virginia,USA,0,460050155,"Equinix DC10, 21551, Beaumeade Circle, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.02101975,-77.45151658
Digital Realty,1115 Centennial Avenue,8854,Piscataway,New Jersey,USA,0,473913460,"1115, Centennial Avenue, Newtown, Piscataway Township, Middlesex County, New Jersey, 08854, United States",place,house,40.55066112,-74.46086246
Equinix,1950 North Stemmons Freeway,75207,Dallas,Texas,USA,0,28544618,"Equinix Infomart, 1950, North Stemmons Freeway, Dallas, Dallas County, Texas, 75207, United States",building,yes,32.80096595,-96.819523
CyrusOne Data Centers,1025 D Street NW,98848,Quincy,Washington,USA,0,5895395,"D Street Northwest, Quincy, Grant County, Washington, United States",highway,residential,47.2411702,-119.8740196
"Cogent Communications, Inc.",1050 Connecticut Ave NW,20036,Washington D.C.,District of Columbia,USA,0,804650434,"1050, Connecticut Avenue Northwest, Golden Triangle, Ward 2, Washington, District of Columbia, 20015, United States",place,house,38.9035074,-77.0403501
Frontline Data Services,100 Dutch Hill Rd,10962,Orangeburg,New York,USA,0,8788971012,"100, Dutch Hill Road, Orangeburg, Town of Orangetown, Rockland County, New York, 10962, United States",place,house,41.0434098,-73.95567
Lumen,496 Gallimore Dairy Rd,27409,Greensboro,North Carolina,USA,0,1080733925,"496, Gallimore Dairy Road, Greensboro, Guilford County, North Carolina, 27409, United States",place,house,36.06764021,-79.95198318
Windstream,1593 NE Expressway,30329,Atlanta,Georgia,USA,0,369529903,"Northeast Expressway, The Hill, Lindbergh, Atlanta, Fulton County, Georgia, 30324, United States",highway,motorway,33.816814,-84.362706
Firstlight Fiber,45 Krupp Dr,5495,Williston,Vermont,USA,0,19694931,"45, Krupp Drive, Kirby Corner, Taft Corners, Williston, Colchester, Chittenden County, Vermont, 05495, United States",place,house,44.44985408,-73.13019577
KDC,1510 E Lookout Dr,75082,Richardson,Texas,USA,0,1177967487,"1510, East Lookout Drive, Richardson, Collin County, Texas, 75082, United States",place,house,32.98533908,-96.69517471
Digital Realty,907 Security Row,75081,Richardson,Texas,USA,0,597876726,"Digital Realty Dallas DFW35, 907, Security Row, Richardson, Dallas County, Texas, 75081, United States",building,data_center,32.96508605,-96.7102842
"DaSTOR, LLC",3 Boulden Cir,19720,New Castle,Delaware,USA,0,273198335,"3, Boulden Circle, Swanwyck Gardens, Farnhurst, Wilmington Manor, New Castle County, Delaware, 19720, United States",place,house,39.68959042,-75.57406857
Gotspace Data Partners,Barnes Industrial Rd S,6492,Wallingford,Connecticut,USA,0,17208326,"Barnes Industrial Road South, Barnes Industrial Park South, Wallingford, South Central Connecticut Planning Region, 06492, United States",highway,residential,41.4786184,-72.8041459
ATL Data Centers LLC,2380 Godby Rd,30349,College Park,Georgia,USA,0,280941350,"2380, Godby Road, Limetree, Cooks Crossing, Atlanta, Fulton County, Georgia, 30349, United States",building,yes,33.6146488,-84.46729871
DataBank,17400 Von Karman Avenue,92614,Irvine,California,USA,0,503908365,"17400, Von Karman Avenue, Irvine Business Complex, Irvine, Orange County, California, 92614, United States",building,commercial,33.6878845,-117.8424523
TierPoint,9999 Hamilton Boulevard,18031,Allentown,Pennsylvania,USA,0,201852822,"Hamilton Boulevard, Park Ridge, Allentown, Lehigh County, Pennsylvania, 18103, United States",highway,primary,40.586404,-75.515094
Shore.Net,173 Oxford Street,1901,Lynn,Massachusetts,USA,0,29925659,"Oxford Professional Building, 173, Oxford Street, Lynn, Essex County, Massachusetts, 01903, United States",building,yes,42.4634125,-70.94739995
CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,Illinois,USA,0,119306110,"1200, East Algonquin Road, Des Plaines, Maine Township, Cook County, Illinois, 60016, United States",place,house,42.03139,-87.892247
Amazon AWS,80939 Powerline Rd,97882,Umatilla,Oregon,USA,0,627244607,"Powerline Road, Umatilla County, Oregon, 97838, United States",highway,residential,45.832542,-119.3422765
Digital Realty,21362 Smith Switch Rd,20147,Ashburn,Virginia,USA,0,449869871,"21362, Smith Switch Road, Ashburn, Loudoun County, Virginia, 20147, United States",place,house,39.02423836,-77.4633283
Digital Realty,2220 De La Cruz Boulevard,95050,Santa Clara,California,USA,0,416141136,"2220, De La Cruz Boulevard, Santa Clara, Santa Clara County, California, 95050, United States",place,house,37.36262783,-121.941613
Amazon AWS,7510 Mason King Ct,20109,Manassas,Virginia,USA,0,45776978,"Amazon IAD11, 7510, Mason King Court, Manassas, Prince William County, Virginia, 20109, United States",building,data_center,38.79049895,-77.54111083
Firstlight Fiber,77 Sundial Ave,3103,Manchester,New Hampshire,USA,0,11079570155,"Terracon Consultants Inc., 77, Sundial Avenue, Manchester, Hillsborough County, New Hampshire, 03103, United States",office,engineer,42.9712544,-71.4699757
JEMB Realty Inc.,75 Broad Street,10004,New York,New York,USA,0,2183010448,"FedEx, 75, Broad Street, Whitehall, Financial District, Manhattan, New York County, City of New York, New York, 10004, United States",amenity,post_office,40.7044516,-74.0114151
DataBank,760 W Peachtree St NW,30308,Atlanta,Georgia,USA,0,2750966486,"760, West Peachtree Street Northwest, Midtown, Atlanta, Fulton County, Georgia, 30308, United States",place,house,33.7753991,-84.3875488
SoftLayer,835 Greens Parkway,77002,Houston,Texas,USA,0,816954210,"Fuseco, 835, Greens Parkway, North Houston District, Houston, Harris County, Texas, 77067, United States",building,industrial,29.9425804,-95.42680685
Evocative Data Centers,2800 Summit Ave,75074,Plano,Texas,USA,0,15213064,"2800, Summit Avenue, Plano, Collin County, Texas, 75074, United States",place,house,33.00975494,-96.67843228
Globalinx,1650 Corporate Landing Pkwy,23454,Virginia Beach,Virginia,USA,0,1088104219,"1650, Corporate Landing Parkway, Virginia Beach, Virginia, 23454, United States",place,house,36.78476555,-76.00949525
Consolidated Communications,221 E Hickory Street,56001,Mankato,Minnesota,USA,0,18021811,"221, East Hickory Street, Mankato, Blue Earth County, Minnesota, 56001, United States",place,house,44.16471398,-94.0029662
Centersquare,400 Tijeras Ave NW,87102,Albuquerque,New Mexico,USA,0,1878711409,"7-Eleven, 400, Tijeras Avenue Northwest, Downtown Albuquerque, Albuquerque, Bernalillo County, New Mexico, 87102, United States",shop,vacant,35.0857998,-106.651646
American Tower Corporation,1601 West 10th Street,78703,Austin,Texas,USA,0,382601917,"1601, West 10th Street, Clarksville, Austin, Travis County, Texas, 78703, United States",building,yes,30.2790175,-97.76024154
Serverfarm,305 Satellite Blvd,30024,Suwanee,Georgia,USA,0,715390212,"305, Satellite Boulevard Northwest, Suwanee, Gwinnett County, Georgia, 30024, United States",place,house,34.03139195,-84.06657761
Microsoft,5941 Wellington Rd,20155,Gainesville,Virginia,USA,0,20438808,"Wellington Road, Lakeview, Gainesville, Prince William County, Virginia, 20155, United States",highway,secondary,38.7894449,-77.6092057
Digital Realty,2300 NW 89th Pl,33172,Miami,Florida,USA,0,435377506,"2300, Northwest 89th Place, Doral, Miami-Dade County, Florida, 33172, United States",building,yes,25.79547075,-80.34320433
Netwurx,324 E. Wisconsin Ave,53202,Milwaukee,Wisconsin,USA,0,53216745,"Wells Building, 324, East Wisconsin Avenue, Historic Financial District, Juneautown, Downtown, Milwaukee, Milwaukee County, Wisconsin, 53202, United States",historic,building,43.0389885,-87.90693794
QTS Data Centers,14100 Park Vista Boulevard,76177,Fort Worth,Texas,USA,0,1077633712,"Park Vista Boulevard, Fort Worth, Tarrant County, Texas, 76148, United States",highway,secondary,32.8790816,-97.2701036
Icelab Networks,8191 Southpark Ln,80120,Littleton,Colorado,USA,0,16990500,"8191, Southpark Lane, SouthPark, Littleton, Arapahoe County, Colorado, 80120, United States",place,house,39.568731,-105.0048363
SATC Co-Location Services,3463 Magic Drive,78229,San Antonio,Texas,USA,0,746247036,"San Antonio Tech Center (SATC), 3463, Magic Drive, San Antonio, Bexar County, Texas, 78229, United States",building,commercial,29.502932,-98.55688399
"427 South LaSalle, LLC",427 South LaSalle Street,60605,Chicago,Illinois,USA,0,147350175,"Telegraph Building, 427, South LaSalle Street, Printer's Row, Loop, Chicago, Cook County, Illinois, 60605, United States",building,office,41.87633285,-87.63148077
Sabey Data Center Properties LLC,375 Pearl St,10038,New York,New York,USA,0,109458128,"Intergate Manhattan, 375, Pearl Street, Two Bridges, Manhattan, New York County, City of New York, New York, 10038, United States",building,data_center,40.71087575,-74.00118416
QTS Data Centers,675 Beech Road SW,43054,New Albany,Ohio,USA,0,30169114,"675, Beech Road Southwest, Beech, New Albany, Jersey Township, Licking County, Ohio, 43054, United States",place,house,40.07286955,-82.75384547
CoreSite,55 Marietta Street NW,30303,Atlanta,Georgia,USA,0,563225376,"Marietta Street Northwest, Five Points, Atlanta, Fulton County, Georgia, 30318, United States",highway,secondary,33.7579125,-84.3935166
Colocation America,624 South Grand Avenue,90017,Los Angeles,California,USA,0,428021816,"One Wilshire, 624, South Grand Avenue, Jewelry District, Downtown, Los Angeles, Los Angeles County, California, 90017, United States",building,commercial,34.0478871,-118.2555541
NexusTek,1919 W Lone Cactus Dr,85027,Phoenix,Arizona,USA,0,558450823,"NexusTek - Phoenix Office/Datacenter, 1919, West Lone Cactus Drive, Deer Valley, Phoenix, Maricopa County, Arizona, 85027, United States",office,it,33.67958525,-112.1009831
Goldsboro Networks,113 W Edwards St,27569,Princeton,North Carolina,USA,0,6640698282,"S & R Foods - Hot Food !, 113, West Edwards Street, Princeton, Johnston County, North Carolina, 27569, United States",amenity,restaurant,35.4658034,-78.1603541
TierPoint,820 Allen Commerce Parkway,75013,Allen,Texas,USA,0,588472680,"820, Allen Commerce Parkway, Allen, Collin County, Texas, 75013, United States",building,commercial,33.13848155,-96.65778835
Meta,4250 Messenger Lp,87031,Los Lunas,New Mexico,USA,0,626785489,"Messenger Loop NW, Meta Los Lunas  Data center, Los Lunas, Valencia County, New Mexico, United States",highway,unclassified,34.8242594,-106.7857441
360E 22nd LLC,360 East 22nd Street,60148,Lombard,Illinois,USA,0,186592505,"360, East 22nd Street, Highland Hills, Lombard, DuPage County, Illinois, 60148, United States",place,house,41.84581133,-88.00720071
UV&S,245 N. Waco,67202,Wichita,Kansas,USA,0,13235628,"245, North Waco Street, Wichita, Sedgwick County, Kansas, 67202, United States",place,house,37.68876183,-97.34211586
Lumen,1380 Kifer Road,98108,Sunnyvale,California,USA,0,37877544,"Level 3 Communications, 1380, Kifer Road, Lawrence, Sunnyvale, Santa Clara County, California, 94086, United States",building,commercial,37.3734088,-121.9877996
Lumen,194 Washington Avenue,12210,Albany,New York,USA,0,204438809,"194, Washington Avenue, Lark Street, City of Albany, Albany County, New York, 12210, United States",building,yes,42.6562598,-73.76319164
Expedient Data Centers,1 Cabot Road,2155,Medford,Massachusetts,USA,0,922730206,"1 Cabot Road, 1, Cabot Road, Wellington, Medford, Middlesex County, Massachusetts, 02145, United States",building,yes,42.40551985,-71.07454806
Google,4200 Columbia Rd,97058,The Dalles,Oregon,USA,0,231769625,"Columbia Road, Google Data Center The Dalles Oregon, The Dalles, Wasco County, Oregon, 95058, United States",highway,residential,45.6302227,-121.2032788
"BeSTLine Communications, L.P.",1122 Colorado St,78701,Austin,Texas,USA,0,3849776267,"1122, Colorado Street, Downtown, Austin, Travis County, Texas, 78701, United States",place,house,30.274051,-97.742896
Lumen,1203 N. Frio Street,78207,San Antonio,Texas,USA,0,244779261,"1203, North Frio Street, Five Points, San Antonio, Bexar County, Texas, 78207, United States",place,house,29.4382975,-98.50608315
Windstream,825 N Broadway Ave,73102,Oklahoma City,Oklahoma,USA,0,530900190,"825, North Broadway Avenue, Oklahoma City, Oklahoma County, Oklahoma, 73102, United States",place,house,35.4753467,-97.51428696
viLogics Data Centers,15931 Ebensburg,Pennsylvania,USA,,,0,188658,"Ebensburg, Cambria County, Pennsylvania, United States",boundary,administrative,40.4852783,-78.7248434
Digital Realty,2334 Lundy Place,95131,San Jose,California,USA,0,460159925,"2334, Lundy Place, San Jose, Santa Clara County, California, 95131, United States",building,data_center,37.4039565,-121.8893309
Legacy Investing,1001 3rd Ave S,55404,Minneapolis,Minnesota,USA,0,998765744,"1001, 3rd Avenue South, Minneapolis, Hennepin County, Minnesota, 55404, United States",place,house,44.972071,-93.270567
Centersquare,12301 Tukwila International Blvd,98168,Tukwila,Washington,USA,0,337126742,"Intergate Seattle West Building A, 12301, Tukwila International Boulevard, Tukwila, King County, Washington, 98168, United States",building,data_center,47.4920054,-122.2932595
CloudHQ,44631 Waxpool Rd,20147,Ashburn,Virginia,USA,0,601391687,"44631, Waxpool Road, Ashburn, Loudoun County, Virginia, 20147, United States",place,house,39.01344853,-77.46285946
TWS Hosting,140 Hoffman Lane,11749,Islandia,New York,USA,0,469243611,"140, Hoffman Lane, Village of Islandia, Town of Islip, Suffolk County, New York, 11749, United States",building,commercial,40.80709225,-73.18707466
NTT Global Data Centers,44610 Guilford Drive,20147,Ashburn,Virginia,USA,0,610977485,"RagingWire Data Center VA2, 44610, Guilford Drive, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.02500505,-77.45764229
Flexential,733 Barret Avenue,40204,Louisville,Kentucky,USA,0,329958927,"733, Barret Avenue, Louisville, Jefferson County, Kentucky, 40204, United States",building,yes,38.2430795,-85.73296671
Data Canopy,900 S Broadway,80209,Denver,Colorado,USA,0,783200387,"900, South Broadway, Denver, Colorado, 80209, United States",place,house,39.700143,-104.987369
Amazon AWS,45950 Pathfinder Plz,20165,Sterling,Virginia,USA,0,701924669,"Amazon IAD92, 45950, Pathfinder Plaza, Sterling, Loudoun County, Virginia, 20166, United States",building,data_center,38.9869426,-77.4104754
Navegalo,36 NE 2nd Street,33132,Miami,Florida,USA,0,4761806199,"36, Northeast 2nd Street, Torch of Friendship, Miami, Miami-Dade County, Florida, 33132, United States",place,house,25.7758419,-80.1929625
Ark Data Centers,421 N. 6th Ave. East,55805,Duluth,Minnesota,USA,0,718500494,"421, North 6th Avenue East, Central Hillside, Duluth, Saint Louis County, Minnesota, 55805, United States",place,house,46.7954755,-92.09546783
Unknown Company,511 11th Avenue South,55415,Minneapolis,Minnesota,USA,0,63619642,"Minnesota Gateway Data Center, 511, 11th Avenue South, Minneapolis, Hennepin County, Minnesota, 55415, United States",building,yes,44.97112695,-93.25461666
H5 Data Centers,2600 W. Germann Rd.,85286,Chandler,Arizona,USA,0,300959969,"H5 Phoenix, 2600, West Germann Road, Chandler, Maricopa County, Arizona, 85286, United States",building,yes,33.27697855,-111.8860302
Lumen,400 North Tampa Street,33602,Tampa,Florida,USA,0,358736646,"WQYK-FM (Saint Petersburg), 400, North Tampa Street, Riverside, Tampa, Hillsborough County, Florida, 33602, United States",man_made,tower,27.9475121,-82.4594934
Lumen,5000 Hollis Street,94608,Emeryville,California,USA,0,471289503,"45550;5000, Hollis Street, Emeryville, Alameda County, California, 94608, United States",building,yes,37.83530765,-122.2867898
Lumen,1109 NW 22nd St,33127,Miami,Florida,USA,0,6091340760,"1109, Northwest 22nd Street, Wynwood, Miami, Miami-Dade County, Florida, 33127, United States",place,house,25.7980167,-80.2143409
ColoHouse,2335 South Ellis Street,85286,Chandler,Arizona,USA,0,781370600,"CyrusOne PHX6, 2335, South Ellis Street, Continuum, Chandler, Maricopa County, Arizona, 85286, United States",building,yes,33.26765795,-111.8825104
Digital Realty,2020 5th Avenue,98121,Seattle,Washington,USA,0,2327732057,"2020, 5th Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States",place,house,47.6142822,-122.3397274
CyrusOne Data Centers,2305 South Ellis St.,85286,Chandler,Arizona,USA,0,537945385,"South Ellis Street, Bank of America - Chandler Corporate Campus, Chandler, Maricopa County, Arizona, 85244, United States",highway,tertiary,33.3054487,-111.8852032
DataVerge,882 3rd Ave,11232,Brooklyn,New York,USA,0,249605318,"Cologuard, 882, 3rd Avenue, Brooklyn, Kings County, City of New York, New York, 11232, United States",building,yes,40.6579597,-74.00554876
Digital Realty,600 South Federal Street,60605,Chicago,Illinois,USA,0,149379943,"Printers Square, 600, South Federal Street, Printer's Row, Loop, Chicago, Cook County, Illinois, 60605, United States",building,commercial,41.87425865,-87.62992566
Coloco,11700 Montgomery Road,20705,Beltsville,Maryland,USA,0,50875177,"Montgomery Road, Beltsville, Prince George's County, Maryland, 20705, United States",highway,unclassified,39.0537431,-76.9241382
Aptum,2300 NW 89th Pl,33172,Miami,Florida,USA,0,435377506,"2300, Northwest 89th Place, Doral, Miami-Dade County, Florida, 33172, United States",building,yes,25.79547075,-80.34320433
Gotspace Data Partners,Bishop Crossing Rd,6351,Griswold,Connecticut,USA,0,208452583,"Bishop Crossing Road, Griswold, Southeastern Connecticut Planning Region, Connecticut, 06351, United States",highway,residential,41.6349311,-71.9399711
Data Holdings Data Center,3135 W Highland Ave,53208,Milwaukee,Wisconsin,USA,0,1040744614,"West Highland Avenue, Avenues West, Downtown, Milwaukee, Milwaukee County, Wisconsin, 53233, United States",highway,primary,43.044326,-87.9279679
Amazon AWS,1600 Beach Access Rd,97882,Umatilla,Oregon,USA,0,5706389,"Beach Access Road, Umatilla, Umatilla County, Oregon, 97882, United States",highway,tertiary,45.9192293,-119.2657392
Lumen,501 W. Overland,79936,El Paso,Texas,USA,0,703445796,"501, West Overland Avenue, El Paso, El Paso County, Texas, 79901, United States",place,house,31.75578,-106.492968
"Dynascale, Inc.",6171 West Century Blvd,90045,Los Angeles,California,USA,0,9109433213,"Rinaldi's, 6171, West Century Boulevard, Los Angeles, Los Angeles County, California, 90045, United States",amenity,fast_food,33.9457391,-118.3934355
American Tower Corporation,9110 Interlocken Loop,80021,Broomfield,Colorado,USA,0,696702632,"Interlocken Loop, Flatiron Crossing, Broomfield, Colorado, 80020, United States",highway,trunk,39.9285812,-105.127965
DataBank,700 Austin,76701,Waco,Texas,USA,0,889482475,"700, Austin Avenue, Waco, McLennan County, Texas, 76701, United States",place,house,31.555117,-97.133556
Cloudsmart,4 Pin Oak Drive,6405,Branford,Connecticut,USA,0,8994909483,"4, Pin Oak Drive, Branford, South Central Connecticut Planning Region, 06405, United States",place,house,41.2992589,-72.7516515
CloudHQ,22210 Loudoun County Parkway,20147,Ashburn,Virginia,USA,0,50187569,"Loudoun County Parkway, Ashburn, Loudoun County, Virginia, 20174, United States",highway,primary,38.9973773,-77.4786524
Flexential,1700 N. River Rd,30122,Douglasville,Georgia,USA,0,1097502168,"Flexential Atlanta - Douglasville 1, 1700, N River Rd, Douglasville, Douglas County, Georgia, 30122, United States",building,yes,33.73105725,-84.61608099
CDW Corporation,1441 Touhy Ave,60007,Elk Grove Village,Illinois,USA,0,40788949,"1441, Touhy Avenue, Elk Grove Village, Elk Grove Township, Cook County, Illinois, 60007, United States",place,house,42.00761564,-87.9644522
Consolidated Communications,762 N Main St,3246,Laconia,New Hampshire,USA,0,768007156,"762, North Main Street, Laconia, Belknap County, New Hampshire, 03246, United States",place,house,43.53172137,-71.47284226
1547 Critical Systems Realty,340 Progress Circle,82007,Cheyenne,Wyoming,USA,0,15736479,"340, Progress Circle, Cheyenne, Laramie County, Wyoming, 82007, United States",place,house,41.12975078,-104.7406931
FOGO Solutions,935 Gravier St,70112,New Orleans,Louisiana,USA,0,328669322,"935, Gravier Street, Storyville, New Orleans, Orleans Parish, Louisiana, 70170, United States",building,yes,29.9529522,-90.07305305
PointOne,1893 Corporate Landing Pkwy,23454,Virginia Beach,Virginia,USA,0,1087154707,"Corporate Landing Parkway, Virginia Beach, Virginia, 23454, United States",highway,tertiary,36.784145,-76.010112
Xyvest Holdings,611 Wilshire Blvd,90017,Los Angeles,California,USA,0,398529305,"Wilshire Boulevard, Westwood Village, Westwood, Los Angeles, Los Angeles County, California, 90024, United States",highway,primary,34.0587402,-118.4441112
11:11 Systems,7499 E Paradise Ln,85260,Scottsdale,Arizona,USA,0,5631210,"7499, East Paradise Lane, Buenavante, Scottsdale, Maricopa County, Arizona, 85260, United States",place,house,33.595519,-111.920553
Compass Datacenters,300 Houston School Rd,75154,Red Oak,Texas,USA,0,12007687770,"300, Houston School Road, Red Oak, Ellis County, Texas, 75154, United States",place,house,32.5388589,-96.8045092
"Tulix Systems, Inc.",55 Marietta St NW,30303,Atlanta,Georgia,USA,0,563225376,"Marietta Street Northwest, Five Points, Atlanta, Fulton County, Georgia, 30318, United States",highway,secondary,33.7579125,-84.3935166
Aeneas Internet & Telephone,300 N Cumberland St,38301,Jackson,Tennessee,USA,0,19548625,"300, North Cumberland Street, Allenton Heights, Jackson, Madison County, West Tennessee, Tennessee, 38301, United States",place,house,35.615949,-88.816122
Centersquare,3355 S 120th Pl,98168,Seattle,Washington,USA,0,6126419,"120th Place Southeast, Seattle Hill-Silver Firs, Snohomish County, Washington, 98208, United States",highway,residential,47.8883546,-122.1736153
365 Data Centers,11650 Great Oaks Way,30022,Alpharetta,Georgia,USA,0,9249707,"11650, Great Oaks Way, Alpharetta, Fulton County, Georgia, 30022, United States",place,house,34.06264595,-84.26721363
MDC Data Centers,13619 Cabezut Dr,78045,Laredo,Texas,USA,0,452036595,"13619, Cabezut Drive, Unitec Industrial Park, Laredo, Webb County, Texas, 78045, United States",place,house,27.68928512,-99.4536127
Consolidated Communications,1501 Charleston Ave,61938,Mattoon,Illinois,USA,0,162872057,"1501, Charleston Avenue, Mattoon, Coles County, Illinois, 61938, United States",place,house,39.481442,-88.372638
QTS Data Centers,1200 40th Street,85008,Phoenix,Arizona,USA,0,312872638,"1200, North 40th Street, Phoenix, Maricopa County, Arizona, 85008, United States",place,house,33.4623279,-111.9951635
"Hostway Services, Inc",655 N Franklin St,33602,Tampa,Florida,USA,0,203993896,"655, North Franklin Street, Clarkes, Tampa, Hillsborough County, Florida, 33602, United States",place,house,27.94959702,-82.45868178
Lumen,4207 Smith School Road,78744,Austin,Texas,USA,0,3871935951,"4207, Smith School Road, Martinshore, Austin, Travis County, Texas, 78744, United States",place,house,30.19721,-97.713135
"eNET, Inc",3000 E. Dublin-Granville Rd,43231,Columbus,Ohio,USA,0,704229259,"East Dublin Granville Road, French Quarter, Columbus, Sharon, Franklin County, Ohio, 43229, United States",highway,primary,40.0876311,-82.9857204
Digital Realty,128 First Avenue,2494,Needham,Massachusetts,USA,0,9184258,"128, First Avenue, Needham Crossing, Needham Heights, Needham, Norfolk County, Massachusetts, 02494, United States",place,house,42.30198648,-71.22183334
